,Location Name,Phone Number,Street Address,City,State,Website,Insurance Accepted,Walk-Ins Accepted,Last Updated,Latitude,Longitude
13507,Walmart Inc #10-1622,419-447-9177,2801 W State Route 18,Tiffin,OH,https://www.walmart.com/store/1622,True,True,2024-08-01,41.112079,-83.221489
13508,"CVS Pharmacy, Inc. #3586",864-576-9268,"2397 REIDVILLE ROAD,",SPARTANBURG,SC,https://www.cvs.com/store-locator/details-directions/003586,True,True,2024-08-01,34.919541,-81.992635
13509,Walmart Inc #10-1148,940-689-9762,3130 Lawrence Rd,Wichita Falls,TX,https://www.walmart.com/store/1148,True,True,2024-08-01,33.87591,-98.542233
13511,"CVS Pharmacy, Inc. #10127",802-476-2550,1634 US ROUTE 302,BARRE,VT,https://www.cvs.com/store-locator/details-directions/010127,True,True,2024-08-01,44.231746,-72.552914
13513,Walmart Inc #10-0887,601-584-7525,36 Byrd Blvd,Petal,MS,https://www.walmart.com/store/887,True,True,2024-08-01,31.370188,-89.224554
13514,OSCO PHARMACY #4572,617-782-1628,370 WESTERN AVENUE,Brighton,MA,https://www.starmarket.com/vaccinations/home,True,True,2024-08-01,42.361009,-71.13752
13517,Rite Aid #RA101691,231-348-2767,1133 NORTH US 31,PETOSKEY,MI,https://www.riteaid.com,True,False,2024-08-01,45.390464,-84.919396
13518,Walmart Inc #10-0201,618-277-2020,2608 Green Mount Commons Dr,Belleville,IL,https://www.walmart.com/store/201,True,True,2024-08-01,38.521964,-89.923019
13519,"CVS Pharmacy, Inc. #10148",575-397-4855,715 WEST BENDER BLVD.,HOBBS,NM,https://www.cvs.com/store-locator/details-directions/010148,True,True,2024-08-01,32.724879,-103.144165
13520,"CVS Pharmacy, Inc. #4701",813-873-0472,6701 N. DALE MABRY HWY.,TAMPA,FL,https://www.cvs.com/store-locator/details-directions/004701,True,True,2024-08-01,28.007649,-82.504292
13521,"CVS Pharmacy, Inc. #4634",317-773-8100,111 LAKEVIEW DR.,NOBLESVILLE,IN,https://www.cvs.com/store-locator/details-directions/004634,True,True,2024-08-01,40.047845,-86.02436
13525,Publix Super Markets Inc. #1550,828-322-4383,36 29th Avenue NE,Hickory,NC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,35.769372,-81.32808
13526,Walmart Inc #10-0519,859-734-3319,591 Joseph Dr,Harrodsburg,KY,https://www.walmart.com/store/519,True,True,2024-08-01,37.742571,-84.844591
13528,"CVS Pharmacy, Inc. #3974",410-426-9855,5407-17 HARFORD RD,BALTIMORE,MD,https://www.cvs.com/store-locator/details-directions/003974,True,True,2024-08-01,39.351271,-76.561836
13529,"CVS Pharmacy, Inc. #1098",860-741-0751,47 HAZARD AVE,ENFIELD,CT,https://www.cvs.com/store-locator/details-directions/001098,True,True,2024-08-01,41.990236,-72.576383
13533,Walmart Inc #Oct-47,919-337-9872,3560 Davis Dr,Morrisville,NC,https://www.walmart.com/store/4147,True,True,2024-08-01,35.818102,-78.845077
13534,"CVS Pharmacy, Inc. #5717",614-837-5588,3506 GENDER RD.,CANAL WINCHESTER,OH,https://www.cvs.com/store-locator/details-directions/005717,True,True,2024-08-01,39.910196,-82.823457
13535,Publix Super Markets Inc. #1045,407-892-2060,1951 South Narcoossee Rd,St Cloud,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.24759,-81.242332
13537,Publix Super Markets Inc. #1085,205-967-2315,3141 Overton Road,Mountain Brook,AL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,33.465692,-86.73265
13538,MinuteClinic #21877,1-866-389-2727,11241 MIROMAR SQUARE BLVD,ESTERO,FL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,26.435282,-81.770615
13542,Rite Aid #RA100872,215-438-5167,164 WEST CHELTEN AVENUE,PHILADELPHIA,PA,https://www.riteaid.com,True,False,2024-08-01,40.032227,-75.178174
13544,"CVS Pharmacy, Inc. #9917",707-451-0285,625 ELMIRA RD,VACAVILLE,CA,https://www.cvs.com/store-locator/details-directions/009917,True,True,2024-08-01,38.35192,-121.951796
13548,Walmart Inc #Oct-67,480-641-6740,4505 E McKellips Rd,Mesa,AZ,https://www.walmart.com/store/2767,True,True,2024-08-01,33.449023,-111.733673
13549,"CVS Pharmacy, Inc. #4949",334-749-6558,1997 PEPPERELL PKWY.,OPELIKA,AL,https://www.cvs.com/store-locator/details-directions/004949,True,True,2024-08-01,32.637518,-85.403455
13553,Walmart Inc #Oct-78,256-828-0029,14595 Highway 231 431 N,Hazel Green,AL,https://www.walmart.com/store/6878,True,True,2024-08-01,34.945761,-86.574582
13555,MinuteClinic #20025,1-866-389-2727,2601 RIVA RD,ANNAPOLIS,MD,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.975593,-76.556003
13557,VONS PHARMACY #2092,805-492-3511,2048 E Avenida De Los Arboles,Thousand Oaks,CA,https://www.vons.com/vaccinations/home,True,True,2024-08-01,34.209986,-118.840837
13559,Publix Super Markets Inc. #1056,404-346-9259,"3730 Carmia Drive SW, Suite 200",Atlanta,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,33.656455,-84.510831
13560,Walmart Inc #Oct-89,910-522-5250,930 Highway 711 East,Pembroke,NC,https://www.walmart.com/store/5489,True,True,2024-08-01,34.670216,-79.183798
13561,"CVS Pharmacy, Inc. #8143",248-350-0280,26026 W. 12 MILE RD.,SOUTHFIELD,MI,https://www.cvs.com/store-locator/details-directions/008143,True,True,2024-08-01,42.501227,-83.302853
13562,Walmart Inc #Oct-74,678-259-0124,3059 Lawrenceville Hwy,Lawrenceville,GA,https://www.walmart.com/store/3074,True,True,2024-08-01,33.922297,-84.085526
13565,"CVS Pharmacy, Inc. #9529",415-479-9171,442 LAS GALLINAS AVE,SAN RAFAEL,CA,https://www.cvs.com/store-locator/details-directions/009529,True,True,2024-08-01,38.004847,-122.540898
13568,SAV-ON PHARMACY #809,610-565-0657,527 E BALTIMORE PIKE,Media,PA,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,39.916042,-75.378531
13570,"CVS Pharmacy, Inc. #5797",630-510-1065,26W212 GENEVA ROAD,CAROL STREAM,IL,https://www.cvs.com/store-locator/details-directions/005797,True,True,2024-08-01,41.888382,-88.13684
13571,Walmart Inc #10-0468,870-772-7872,133 Arkansas Blvd,Texarkana,AR,https://www.walmart.com/store/468,True,True,2024-08-01,33.462227,-94.040009
13574,Rite Aid #RA106325,425-424-2320,"18022 68TH AVENUE, NE",KENMORE,WA,https://www.riteaid.com,True,False,2024-08-01,47.759157,-122.249046
13576,Walmart Inc #10-0331,337-625-7057,525 N CITIES SER HWY,Sulphur,LA,https://www.walmart.com/store/331,True,True,2024-08-01,30.233008,-93.32693
13577,Giant #6243,610-351-2091,CEDAR CREST AND TILGHMAN,ALLENTOWN,PA,https://giantsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.597682,-75.52791
13579,Walmart Inc #10-1390,727-578-5020,8001 US Highway 19 N,Pinellas Park,FL,https://www.walmart.com/store/1390,True,True,2024-08-01,27.845092,-82.684964
13580,"CVS Pharmacy, Inc. #5311",763-972-3266,"1314 BABCOCK BLVD., E",DELANO,MN,https://www.cvs.com/store-locator/details-directions/005311,True,True,2024-08-01,45.037039,-93.770541
13581,H-E-B #584,979-578-8609,306 N. MECHANIC,EL CAMPO,TX,https://vaccine.heb.com/,False,True,2024-08-01,29.199006,-96.269514
13582,SAFEWAY PHARMACY #803,719-264-6925,7055 AUSTIN BLUFFS PKWY,Colorado Springs,CO,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,38.932607,-104.738788
13584,"CVS Pharmacy, Inc. #4368",219-924-2491,801 MAIN ST.,MUNSTER,IN,https://www.cvs.com/store-locator/details-directions/004368,True,True,2024-08-01,41.523294,-87.508089
13586,Walmart Inc #Oct-70,702-367-1003,5200 S Fort Apache Rd,Las Vegas,NV,https://www.walmart.com/store/5070,True,True,2024-08-01,36.093774,-115.294025
13587,"CVS Pharmacy, Inc. #337",802-442-8369,8 KOCHER DR.,BENNINGTON,VT,https://www.cvs.com/store-locator/details-directions/000337,True,True,2024-08-01,42.895403,-73.202165
13588,SAFEWAY PHARMACY #1287,360-834-6550,800 NE 3RD AVE,Camas,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,45.586968,-122.399487
13590,Giant #6074,610-791-9588,3015 W EMMAUS AVENUE,ALLENTOWN,PA,https://giantsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.55866,-75.482717
13592,Rite Aid #RA104467,248-541-0158,2990 WEST 12 MILE ROAD,BERKLEY,MI,https://www.riteaid.com,True,False,2024-08-01,42.503355,-83.188871
13596,Walmart Inc #Oct-46,518-843-6895,101 Sanford Farms Shopping Ctr,Amsterdam,NY,https://www.walmart.com/store/2146,True,True,2024-08-01,42.964335,-74.183697
13598,"CVS Pharmacy, Inc. #6596",603-926-2885,321A LAFAYETTE RD.,HAMPTON,NH,https://www.cvs.com/store-locator/details-directions/006596,True,True,2024-08-01,42.936747,-70.837292
13608,Rite Aid #RA104317,586-752-3561,66998 VAN DYKE ROAD,WASHINGTON,MI,https://www.riteaid.com,True,False,2024-08-01,42.786208,-83.012218
13609,"CVS Pharmacy, Inc. #9937",858-273-0900,4445 MISSION BLVD,SAN DIEGO,CA,https://www.cvs.com/store-locator/details-directions/009937,True,True,2024-08-01,32.79551,-117.254292
13612,"CVS Pharmacy, Inc. #10580",936-273-5444,9884 HIGHWAY 242,CONROE,TX,https://www.cvs.com/store-locator/details-directions/010580,True,True,2024-08-01,30.207844,-95.428474
13613,Walmart Inc #Oct-53,707-836-7300,6650 Hembree Ln,Windsor,CA,https://www.walmart.com/store/2553,True,True,2024-08-01,38.528657,-122.789935
13614,"CVS Pharmacy, Inc. #10250",814-266-1454,1198 SCALP AVE.,JOHNSTOWN,PA,https://www.cvs.com/store-locator/details-directions/010250,True,True,2024-08-01,40.279178,-78.862747
13615,Walmart Inc #Oct-98,229-339-8485,1810 Tift Ave N,Tifton,GA,https://www.walmart.com/store/5198,True,True,2024-08-01,31.47142,-83.504188
13616,Walmart Inc #10-1463,937-376-3700,70 Hospitality Dr,Xenia,OH,https://www.walmart.com/store/1463,True,True,2024-08-01,39.6902,-83.969074
13617,"CVS Pharmacy, Inc. #3416",740-354-3259,802 11TH ST.,PORTSMOUTH,OH,https://www.cvs.com/store-locator/details-directions/003416,True,True,2024-08-01,38.738638,-82.995764
13618,"CVS Pharmacy, Inc. #10408",479-876-2153,2833 BELLA VISTA WAY,BELLA VISTA,AR,https://www.cvs.com/store-locator/details-directions/010408,True,True,2024-08-01,36.437938,-94.236339
13620,"CVS Pharmacy, Inc. #4520",757-393-1120,1800 FREDERICK BLVD.,PORTSMOUTH,VA,https://www.cvs.com/store-locator/details-directions/004520,True,True,2024-08-01,36.824214,-76.33941
13622,"CVS Pharmacy, Inc. #8822",702-260-0291,2594 WIGWAM PKWY,HENDERSON,NV,https://www.cvs.com/store-locator/details-directions/008822,True,True,2024-08-01,36.034763,-115.099744
13625,SAFEWAY PHARMACY #1847,703-921-3127,5980 Kingstowne Center,Alexandria,VA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,38.769993,-77.141416
13629,"CVS Pharmacy, Inc. #16222",510-222-9281,1400 FITZGERALD DR,PINOLE,CA,https://www.cvs.com/store-locator/details-directions/016222,True,True,2024-08-01,37.987575,-122.309157
13631,"CVS Pharmacy, Inc. #17036",407-594-0030,4795 W IRLO BRONSON MEMORIAL HWY,KISSIMMEE,FL,https://www.cvs.com/store-locator/details-directions/017036,True,True,2024-08-01,28.331991,-81.471324
13632,"CVS Pharmacy, Inc. #17505",347-532-9943,4024 COLLEGE POINT BLVD,FLUSHING,NY,https://www.cvs.com/store-locator/details-directions/017505,True,True,2024-08-01,40.757304,-73.835146
13633,"CVS Pharmacy, Inc. #2568",215-736-9003,"590 W TRENTON AVE.,",MORRISVILLE,PA,https://www.cvs.com/store-locator/details-directions/002568,True,True,2024-08-01,40.208374,-74.802138
13634,"CVS Pharmacy, Inc. #5640",706-216-1303,6327 HWY. 53 EAST,DAWSONVILLE,GA,https://www.cvs.com/store-locator/details-directions/005640,True,True,2024-08-01,34.365551,-84.038032
13635,"CVS Pharmacy, Inc. #16858",203-448-1030,7 STONY HILL RD,BETHEL,CT,https://www.cvs.com/store-locator/details-directions/016858,True,True,2024-08-01,41.414463,-73.401998
13636,Walmart Inc #10-1842,336-292-2923,4424 W Wendover Ave,Greensboro,NC,https://www.walmart.com/store/1842,True,True,2024-08-01,36.057877,-79.900904
13637,Rite Aid #RA100467,610-373-5241,525 PENN AVENUE,WEST READING,PA,https://www.riteaid.com,True,True,2024-08-01,40.336303,-75.947912
13638,"CVS Pharmacy, Inc. #1500",301-253-5133,9950 LEWIS DRIVE,DAMASCUS,MD,https://www.cvs.com/store-locator/details-directions/001500,True,True,2024-08-01,39.289841,-77.206249
13639,Walmart Inc #10-0964,915-858-1071,9441 Alameda Ave,El Paso,TX,https://www.walmart.com/store/964,True,True,2024-08-01,31.683188,-106.311614
13642,MinuteClinic #20039,1-866-389-2727,1200 GALLATIN PIKE SOUTH,MADISON,TN,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,36.247673,-86.721248
13643,Walmart Inc #20-Oct,407-397-1202,3250 Vineland Rd,Kissimmee,FL,https://www.walmart.com/store/5420,True,True,2024-08-01,28.341636,-81.486423
13644,"CVS Pharmacy, Inc. #3519",386-328-6713,238 US HIGHWAY 17,EAST PALATKA,FL,https://www.cvs.com/store-locator/details-directions/003519,True,True,2024-08-01,29.647205,-81.596354
13645,SAFEWAY PHARMACY #1266,530-582-7952,11290 DONNER PASS ROAD,Truckee,CA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,39.327204,-120.20643
13646,"CVS Pharmacy, Inc. #5372",631-758-6137,503 E. MAIN ST.,PATCHOGUE,NY,https://www.cvs.com/store-locator/details-directions/005372,True,True,2024-08-01,40.767646,-72.995788
13647,"CVS Pharmacy, Inc. #2665",219-661-5601,2272 N MAIN ST,CROWN POINT,IN,https://www.cvs.com/store-locator/details-directions/002665,True,True,2024-08-01,41.448949,-87.363896
13648,Walmart Inc #Oct-56,301-644-2449,2421 Monocacy Blvd,Frederick,MD,https://www.walmart.com/store/2756,True,True,2024-08-01,39.449681,-77.388963
13652,"CVS Pharmacy, Inc. #2813",973-325-5691,217 MAIN STREET,WEST ORANGE,NJ,https://www.cvs.com/store-locator/details-directions/002813,True,True,2024-08-01,40.784724,-74.232331
13653,"CVS Pharmacy, Inc. #18062",636-282-0591,1253 WATER TOWER RD.,ARNOLD,MO,https://www.cvs.com/store-locator/details-directions/018062,True,True,2024-08-01,38.439534,-90.375571
13655,Walmart Inc #Oct-90,920-336-7168,1415 Lawrence Dr,De Pere,WI,https://www.walmart.com/store/5090,True,True,2024-08-01,44.432855,-88.102592
13658,"CVS Pharmacy, Inc. #17660",516-568-9275,500 W SUNRISE HWY,VALLEY STREAM,NY,https://www.cvs.com/store-locator/details-directions/017660,True,True,2024-08-01,40.664587,-73.720755
13660,OSCO PHARMACY #66,307-637-8361,5800 YELLOWSTONE ROAD,Cheyenne,WY,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,41.172559,-104.829958
13662,SAV-ON PHARMACY #4150,817-237-8128,6308 LAKE WORTH BLVD,Lake Worth,TX,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,32.81199,-97.422419
13663,"CVS Pharmacy, Inc. #10657",812-948-8305,1950 STATE STREET,NEW ALBANY,IN,https://www.cvs.com/store-locator/details-directions/010657,True,True,2024-08-01,38.302089,-85.83596
13664,Walmart Inc #22-Oct,252-917-6170,2830 Gateway Dr,Greenville,NC,https://www.walmart.com/store/7222,True,True,2024-08-01,35.606919,-77.431919
13665,Walmart Inc #Oct-37,540-484-1100,550 Old Franklin Tpke,Rocky Mount,VA,https://www.walmart.com/store/2337,True,True,2024-08-01,37.013752,-79.863458
13666,OSCO DRUG #3490,847-735-1032,892 N WESTERN AVE,Lake Forest,IL,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,42.255866,-87.841402
13667,"CVS Pharmacy, Inc. #16494",937-233-4133,5700 EXECUTIVE BLVD,HUBER HEIGHTS,OH,https://www.cvs.com/store-locator/details-directions/016494,True,True,2024-08-01,39.870823,-84.133454
13668,"CVS Pharmacy, Inc. #10819",619-615-0726,1850 5TH AVENUE,SAN DIEGO,CA,https://www.cvs.com/store-locator/details-directions/010819,True,True,2024-08-01,32.724881,-117.160528
13672,"CVS Pharmacy, Inc. #9929",510-339-8535,2000 MOUNTAIN BLVD,OAKLAND,CA,https://www.cvs.com/store-locator/details-directions/009929,True,True,2024-08-01,37.827324,-122.209788
13676,"CVS Pharmacy, Inc. #11382",941-554-2599,7190 UNIVERSITY PARKWAY,SARASOTA,FL,https://www.cvs.com/store-locator/details-directions/011382,True,True,2024-08-01,27.386783,-82.437765
13679,Stop & Shop #511,516-692-8447,8101 JERICHO TURNPIKE,WOODBURY,NY,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.816176,-73.472251
13681,Walmart Inc #10-2018,870-523-2383,1211 Highway 367 N,Newport,AR,https://www.walmart.com/store/18,True,True,2024-08-01,35.617907,-91.25496
13682,"CVS Pharmacy, Inc. #9253",925-370-8077,560 CENTER AVE,MARTINEZ,CA,https://www.cvs.com/store-locator/details-directions/009253,True,True,2024-08-01,37.992096,-122.119512
13686,"CVS Pharmacy, Inc. #3474",740-532-4354,320 JEFFERSON ST.,IRONTON,OH,https://www.cvs.com/store-locator/details-directions/003474,True,True,2024-08-01,38.531378,-82.681535
13687,"CVS Pharmacy, Inc. #1049",617-364-5141,942A HYDE PARK AVENUE,HYDE PARK,MA,https://www.cvs.com/store-locator/details-directions/001049,True,True,2024-08-01,42.267508,-71.119775
13688,SAFEWAY PHARMACY #3132,510-285-0790,5100 BROADWAY,Oakland,CA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,37.834956,-122.248639
13689,"CVS Pharmacy, Inc. #11292",503-327-0234,345 SW HARRISON ST,PORTLAND,OR,https://www.cvs.com/store-locator/details-directions/011292,True,True,2024-08-01,45.510853,-122.680371
13690,"CVS Pharmacy, Inc. #7826",979-696-1075,1800 ROCK PRAIRIE RD,COLLEGE STATION,TX,https://www.cvs.com/store-locator/details-directions/007826,True,True,2024-08-01,30.583501,-96.286479
13695,Publix Super Markets Inc. #1684,904-506-6076,"155 Bartram Market Drive, Suite 100",Saint Johns,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,30.101039,-81.523355
13696,"CVS Pharmacy, Inc. #9873",805-549-0993,1300 MADONNA RD,SAN LUIS OBISPO,CA,https://www.cvs.com/store-locator/details-directions/009873,True,True,2024-08-01,35.258,-120.689735
13697,SAV-ON PHARMACY #3919,609-890-2846,953 ROUTE 33,Hamilton Square,NJ,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,40.228397,-74.670965
13699,"CVS Pharmacy, Inc. #16622",434-239-7092,4028 WARDS RD,LYNCHBURG,VA,https://www.cvs.com/store-locator/details-directions/016622,True,True,2024-08-01,37.345691,-79.191356
13700,OSCO DRUG #3192,708-479-1744,17930 WOLF RD,Orland Park,IL,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,41.563074,-87.893172
13702,Giant Food #336,301-692-4181,2900 UNIVERSITY BOULEVARD WEST,WHEATON,MD,https://giantfoodsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,39.037491,-77.058626
13703,"CVS Pharmacy, Inc. #16482",609-645-8612,380 CONSUMER SQ,MAYS LANDING,NJ,https://www.cvs.com/store-locator/details-directions/016482,True,True,2024-08-01,39.451313,-74.633822
13704,"CVS Pharmacy, Inc. #8512",708-747-5562,1 MAIN STREET,PARK FOREST,IL,https://www.cvs.com/store-locator/details-directions/008512,True,True,2024-08-01,41.48388,-87.675142
13705,"CVS Pharmacy, Inc. #5112",561-996-7707,101 SOUTH MAIN STREET,BELLE GLADE,FL,https://www.cvs.com/store-locator/details-directions/005112,True,True,2024-08-01,26.685483,-80.667436
13707,"CVS Pharmacy, Inc. #1270",570-595-7131,958 ROUTE 390,CRESCO,PA,https://www.cvs.com/store-locator/details-directions/001270,True,True,2024-08-01,41.169903,-75.271513
13708,"CVS Pharmacy, Inc. #6882",812-338-3686,665 EAST SR 64,ENGLISH,IN,https://www.cvs.com/store-locator/details-directions/006882,True,True,2024-08-01,38.352161,-86.449764
13709,"CVS Pharmacy, Inc. #2853",609-404-2201,327 S. PITNEY RD.,GALLOWAY,NJ,https://www.cvs.com/store-locator/details-directions/002853,True,True,2024-08-01,39.464682,-74.494278
13711,SAFEWAY PHARMACY #1978,253-759-9271,2637 N. PEARL STREET,Tacoma,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,47.272413,-122.514421
13712,Walmart Inc #10-0369,620-221-9437,2202 Pike Rd,Winfield,KS,https://www.walmart.com/store/369,True,True,2024-08-01,37.227338,-96.992902
13713,Walmart Inc #Oct-91,419-636-9153,1215 S Main St,Bryan,OH,https://www.walmart.com/store/2191,True,True,2024-08-01,41.46002,-84.54679
13714,"CVS Pharmacy, Inc. #16807",315-652-5190,3857 STATE ROUTE 31,LIVERPOOL,NY,https://www.cvs.com/store-locator/details-directions/016807,True,True,2024-08-01,43.188442,-76.247029
13716,RANDALLS PHARMACY #2961,713-706-3725,9660 WESTHEIMER RD,Houston,TX,https://www.randalls.com/vaccinations/home,True,True,2024-08-01,29.738668,-95.536958
13719,"CVS Pharmacy, Inc. #8804",702-642-2680,1408 W. CRAIG RD,NORTH LAS VEGAS,NV,https://www.cvs.com/store-locator/details-directions/008804,True,True,2024-08-01,36.241119,-115.160847
13720,Stop & Shop #809,732-828-0369,940 EASTON AVENUE,SOMERSET,NJ,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.512975,-74.486426
13721,"CVS Pharmacy, Inc. #6846",936-634-3344,1204 E LUFKIN AVE,LUFKIN,TX,https://www.cvs.com/store-locator/details-directions/006846,True,True,2024-08-01,31.33603,-94.717123
13724,Walmart Inc #Oct-88,320-345-9821,3601 2nd St S,Saint Cloud,MN,https://www.walmart.com/store/3088,True,True,2024-08-01,45.550482,-94.20215
13725,Walmart Inc #Oct-80,817-503-7731,1732 Precinct Line Rd,Hurst,TX,https://www.walmart.com/store/5080,True,True,2024-08-01,32.84794,-97.184051
13727,"CVS Pharmacy, Inc. #9511",925-634-8045,1175 2ND ST,BRENTWOOD,CA,https://www.cvs.com/store-locator/details-directions/009511,True,True,2024-08-01,37.936569,-121.699942
13728,SAV-ON PHARMACY #2789,610-789-5700,7901 LANSDOWNE AVE,Upper Darby,PA,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,39.960738,-75.287005
13732,SAFEWAY PHARMACY #4313,360-723-9046,904 WEST MAIN STREET,Battle Ground,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,45.781769,-122.546758
13733,MinuteClinic #21016,1-866-389-2727,2760 FLETCHER PKWY,EL CAJON,CA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,32.800564,-117.003178
13734,"CVS Pharmacy, Inc. #422",408-434-1839,4110 N. 1ST ï¿½STREET,SAN JOSE,CA,https://www.cvs.com/store-locator/details-directions/000422,True,True,2024-08-01,37.415771,-121.953977
13736,Hannaford #8242,603-749-2374,30 GRAPEVINE DR.,DOVER,NH,https://hannafordsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,43.167123,-70.894676
13738,MinuteClinic #21828,1-866-389-2727,2020 E GRAND AVE,LINDENHURST,IL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.410578,-88.032828
13739,Rite Aid #RA101187,937-849-1366,564 MCADAMS DRIVE,NEW CARLISLE,OH,https://www.riteaid.com,True,False,2024-08-01,39.888268,-84.046725
13743,MinuteClinic #21696,1-866-389-2727,246 MILL ST,LEOMINSTER,MA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.533545,-71.744176
13744,Walmart Inc #10-1642,517-543-0700,1680 Packard Hwy,Charlotte,MI,https://www.walmart.com/store/1642,True,True,2024-08-01,42.579949,-84.803666
13745,Walmart Inc #Oct-91,619-691-0873,75 N Broadway,Chula Vista,CA,https://www.walmart.com/store/2291,True,True,2024-08-01,32.648155,-117.096237
13746,Walmart Inc #10-1132,336-626-5675,1226 E Dixie Dr,Asheboro,NC,https://www.walmart.com/store/1132,True,True,2024-08-01,35.69242,-79.78951
13747,"CVS Pharmacy, Inc. #10698",305-285-7132,1243 SW 8TH STREET,MIAMI,FL,https://www.cvs.com/store-locator/details-directions/010698,True,True,2024-08-01,25.76612,-80.215374
13749,SAFEWAY PHARMACY #1799,509-482-3480,3919 N Market St,Spokane,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,47.694174,-117.367357
13750,"CVS Pharmacy, Inc. #18097",815-397-2127,6410 E. STATE ST.,ROCKFORD,IL,https://www.cvs.com/store-locator/details-directions/018097,True,True,2024-08-01,42.270348,-88.991935
13755,MinuteClinic #20783,1-866-389-2727,1515 COMMERCIAL ST,WEYMOUTH,MA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.215745,-70.920964
13757,"CVS Pharmacy, Inc. #16637",714-979-6743,3030 HARBOR BLVD STE A,COSTA MESA,CA,https://www.cvs.com/store-locator/details-directions/016637,True,True,2024-08-01,33.681784,-117.917943
13758,Walmart Inc #Oct-81,325-236-9588,407 NE Georgia Ave,Sweetwater,TX,https://www.walmart.com/store/3381,True,True,2024-08-01,32.453695,-100.393483
13759,Publix Super Markets Inc. #1613,931-408-6380,"1600 N. Jackson Street, Suite 340",Tullahoma,TN,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,35.379548,-86.225956
13760,"CVS Pharmacy, Inc. #1961",703-481-5722,11680 PLAZA AMERICA DR.,RESTON,VA,https://www.cvs.com/store-locator/details-directions/001961,True,True,2024-08-01,38.952405,-77.349112
13762,"CVS Pharmacy, Inc. #1118",631-363-8461,970 MONTAUK HIGHWAY,BAYPORT,NY,https://www.cvs.com/store-locator/details-directions/001118,True,True,2024-08-01,40.748546,-73.045601
13763,Walmart Inc #10-1983,870-234-5421,60 Highway 79 N,Magnolia,AR,https://www.walmart.com/store/83,True,True,2024-08-01,33.262231,-93.218148
13766,"CVS Pharmacy, Inc. #7421",972-641-5744,810 W PIONEER PKWY,GRAND PRAIRIE,TX,https://www.cvs.com/store-locator/details-directions/007421,True,True,2024-08-01,32.710193,-97.016664
13769,"CVS Pharmacy, Inc. #6051",718-447-1602,501 FOREST AVE.,STATEN ISLAND,NY,https://www.cvs.com/store-locator/details-directions/006051,True,True,2024-08-01,40.630815,-74.10624
13771,SAFEWAY PHARMACY #1892,970-564-1353,1580 E. MAIN STREET,Cortez,CO,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,37.350442,-108.565796
13772,Rite Aid #RA105923,510-799-1252,1560 SYCAMORE AVENUE,HERCULES,CA,https://www.riteaid.com,True,False,2024-08-01,38.008927,-122.27223
13773,Walmart Inc #Oct-49,806-513-6401,7251 Arden Rd,Amarillo,TX,https://www.walmart.com/store/7349,True,True,2024-08-01,35.131356,-101.919474
13775,"CVS Pharmacy, Inc. #6472",574-533-2510,410 S MAIN ST.,GOSHEN,IN,https://www.cvs.com/store-locator/details-directions/006472,True,True,2024-08-01,41.581789,-85.833826
